---- Start output ----
[21:34:45] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/col/year/2016/seasontype/2/half/1/colorado-rockies
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:46] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[21:34:46] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/col/year/2016/seasontype/2/half/2/colorado-rockies
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:34:48] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
