---- Start output ----
[21:33:26] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/oak/year/2016/seasontype/2/half/1/oakland-athletics
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:29] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[21:33:29] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/oak/year/2016/seasontype/2/half/2/oakland-athletics
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:30] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:31] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[21:33:31] Loading existing data
[21:33:31] Returned 7-3-2016's game results
[21:33:31] Scraping 7-3-2016's period data: http://espn.go.com/mlb/playbyplay?id=360703111
[21:33:32] Game url: http://espn.go.com/mlb/playbyplay?id=360703111
[21:33:32] Team1: pit | Team2: oak
[21:33:32] Cur team: oak | oakland-athletics
[21:33:32] Other team: pit
[21:33:32] URL: http://espn.go.com/mlb/team/schedule/_/name/oak/year/2016/seasontype/2/half/1/oakland-athletics
[21:33:32] Scores: [['http://espn.go.com/mlb/team/_/name/pit/pittsburgh-pirates">PIT</a>', '0', '0', '0', '0', '2', '2', '0', '2', '0'], ['http://espn.go.com/mlb/team/_/name/oak/oakland-athletics">OAK</a>', '0', '2', '0', '0', '1', '0', '0', '0', '0']]
[21:33:32] Saving data to ./mlb/team_data/2016/oakland-athletics.csv
[21:33:32] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/min/year/2016/seasontype/2/half/1/minnesota-twins
[21:33:33] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:33] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:33] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:33] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:33] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:33:33] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
