---- Start output ----
[00:45:46] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/det/year/2016/seasontype/2/half/1/detroit-tigers
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(), scraping date: (<class 'IndexError'>, 'espn_scraper.py', 386)
[00:45:47] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/det/year/2016/seasontype/2/half/2/detroit-tigers
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:45:47] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
