---- Start output ----
[21:36:25] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/det/year/2016/seasontype/2/half/1/detroit-tigers
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:26] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[21:36:26] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/det/year/2016/seasontype/2/half/2/detroit-tigers
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:27] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[21:36:28] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
