---- Start output ----
[06:54:22] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/col/year/2016/seasontype/2/half/1/colorado-rockies
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:54:23] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/col/year/2016/seasontype/2/half/2/colorado-rockies
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
