---- Start output ----
[06:58:17] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/col/year/2016/seasontype/2/half/1/colorado-rockies
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:18] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:58:18] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/col/year/2016/seasontype/2/half/2/colorado-rockies
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:58:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
