---- Start output ----
[00:19:20] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/chw/year/2016/seasontype/2/half/1/chicago-white-sox
[00:19:21] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:21] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:21] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:21] scrape_game_scores(), scraping date: (<class 'IndexError'>, 'espn_scraper.py', 386)
[00:19:21] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/chw/year/2016/seasontype/2/half/2/chicago-white-sox
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[00:19:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
