---- Start output ----
[12:18:31] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/laa/year/2016/seasontype/2/half/1/los-angeles-angels
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 383)
[12:18:32] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/laa/year/2016/seasontype/2/half/2/los-angeles-angels
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[12:18:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
