---- Start output ----
[06:56:30] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/mia/year/2016/seasontype/2/half/1/miami-marlins
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:31] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:56:31] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/mia/year/2016/seasontype/2/half/2/miami-marlins
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:56:32] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
