---- Start output ----
[07:25:40] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/laa/year/2016/seasontype/2/half/1/los-angeles-angels
[07:25:41] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:41] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:41] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:41] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:41] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:41] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:41] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[07:25:41] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/laa/year/2016/seasontype/2/half/2/los-angeles-angels
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
