---- Start output ----
[06:40:09] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/kc/year/2016/seasontype/2/half/1/kansas-city-royals
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:10] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:40:10] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/kc/year/2016/seasontype/2/half/2/kansas-city-royals
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:11] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:40:12] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
