---- Start output ----
[06:57:41] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/laa/year/2016/seasontype/2/half/1/los-angeles-angels
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:57:42] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/laa/year/2016/seasontype/2/half/2/los-angeles-angels
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:42] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:57:43] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
