---- Start output ----
[07:25:17] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/det/year/2016/seasontype/2/half/1/detroit-tigers
[07:25:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:18] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:18] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[07:25:18] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/det/year/2016/seasontype/2/half/2/detroit-tigers
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[07:25:19] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
