---- Start output ----
[00:08:09] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/laa/year/2016/seasontype/2/half/1/los-angeles-angels
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[00:08:10] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
