---- Start output ----
[22:27:05] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/mil/year/2016/seasontype/2/half/1/milwaukee-brewers
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(), scraping date: (<class 'IndexError'>, 'espn_scraper.py', 386)
[22:27:06] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/mil/year/2016/seasontype/2/half/2/milwaukee-brewers
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
[22:27:06] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 415)
