---- Start output ----
[06:54:21] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/cle/year/2016/seasontype/2/half/1/cleveland-indians
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:22] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:54:22] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/cle/year/2016/seasontype/2/half/2/cleveland-indians
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:23] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:24] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
