---- Start output ----
[06:54:50] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/tex/year/2016/seasontype/2/half/1/texas-rangers
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:51] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 374)
[06:54:51] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/tex/year/2016/seasontype/2/half/2/texas-rangers
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
[06:54:52] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 398)
