---- Start output ----
[20:52:58] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/oak/year/2016/seasontype/2/half/1/oakland-athletics
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'IndexError'>, 'espn_scraper.py', 383)
[20:52:59] Scraping game scores from http://espn.go.com/mlb/team/schedule/_/name/oak/year/2016/seasontype/2/half/2/oakland-athletics
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
[20:52:59] scrape_game_scores(): (<class 'ValueError'>, 'espn_scraper.py', 407)
